sample	tissue	nucl	subject	pool_id	side	part	rpm	rpm_ratio
M135_R_AB_RNA	AB	RNA	M135	16	R		148.20085714285716	0.11696457142857142
M135_R_AB_RNA	AB	RNA	M135	18	R		93.36514285714286	0.058876
M135_R_BIC_1_RNA	BIC	RNA	M135	1	R	1.0	500.4942857142857	0.3369114285714287
M135_R_BIC_1_RNA	BIC	RNA	M135	2	R	1.0	2255.4314285714286	1.5411714285714284
M135_R_BIC_1_RNA	BIC	RNA	M135	3	R	1.0	1345.6285714285716	1.0595257142857142
M135_R_BIC_1_RNA	BIC	RNA	M135	4	R	1.0	1400.285714285714	1.5021999999999998
M135_R_BIC_1_RNA	BIC	RNA	M135	5	R	1.0	1061.8114285714285	1.1260457142857143
M135_R_BIC_1_RNA	BIC	RNA	M135	6	R	1.0	1139.3742857142859	0.9308257142857144
M135_R_BIC_1_RNA	BIC	RNA	M135	7	R	1.0	847.54	0.8560828571428573
M135_R_BIC_1_RNA	BIC	RNA	M135	8	R	1.0	2694.1228571428574	2.0580857142857143
M135_R_BIC_1_RNA	BIC	RNA	M135	9	R	1.0	428.1057142857143	0.3517828571428572
M135_R_BIC_1_RNA	BIC	RNA	M135	10	R	1.0	1941.98	1.3239142857142858
M135_R_BIC_1_RNA	BIC	RNA	M135	11	R	1.0	1932.9085714285716	1.342142857142857
M135_R_BIC_1_RNA	BIC	RNA	M135	12	R	1.0	1468.3542857142857	1.2483142857142855
M135_R_BIC_1_RNA	BIC	RNA	M135	13	R	1.0	2773.4114285714286	1.8728000000000005
M135_R_BIC_1_RNA	BIC	RNA	M135	14	R	1.0	1010.8628571428568	1.0179
M135_R_BIC_1_RNA	BIC	RNA	M135	15	R	1.0	0.0	0.0
M135_R_BIC_1_RNA	BIC	RNA	M135	16	R	1.0	258.5297142857143	0.20317142857142853
M135_R_BIC_1_RNA	BIC	RNA	M135	18	R	1.0	46.452000000000005	0.029425428571428578
M135_R_BIC_2_RNA	BIC	RNA	M135	1	R	2.0	495.3399999999999	0.33903142857142843
M135_R_BIC_2_RNA	BIC	RNA	M135	2	R	2.0	2236.9142857142856	1.5474571428571424
M135_R_BIC_2_RNA	BIC	RNA	M135	3	R	2.0	1394.9885714285713	1.1159371428571425
M135_R_BIC_2_RNA	BIC	RNA	M135	4	R	2.0	1385.3571428571431	1.5093142857142858
M135_R_BIC_2_RNA	BIC	RNA	M135	5	R	2.0	1100.3285714285714	1.1678314285714284
M135_R_BIC_2_RNA	BIC	RNA	M135	6	R	2.0	1110.0600000000002	0.9031828571428572
M135_R_BIC_2_RNA	BIC	RNA	M135	7	R	2.0	826.1428571428569	0.8320142857142857
M135_R_BIC_2_RNA	BIC	RNA	M135	8	R	2.0	2685.594285714286	2.063828571428571
M135_R_BIC_2_RNA	BIC	RNA	M135	9	R	2.0	371.7422857142857	0.3040799999999999
M135_R_BIC_2_RNA	BIC	RNA	M135	10	R	2.0	1904.3114285714285	1.2941714285714283
M135_R_BIC_2_RNA	BIC	RNA	M135	11	R	2.0	1994.4600000000003	1.4121428571428574
M135_R_BIC_2_RNA	BIC	RNA	M135	12	R	2.0	1472.2628571428568	1.2618
M135_R_BIC_2_RNA	BIC	RNA	M135	13	R	2.0	2765.44	1.858285714285714
M135_R_BIC_2_RNA	BIC	RNA	M135	14	R	2.0	918.9228571428572	0.9194114285714287
M135_R_BIC_2_RNA	BIC	RNA	M135	15	R	2.0	0.0	0.0
M135_R_BIC_2_RNA	BIC	RNA	M135	16	R	2.0	229.1134285714286	0.18204285714285712
M135_R_BIC_2_RNA	BIC	RNA	M135	18	R	2.0	35.38542857142856	0.021900857142857146
M135_R_GA_1_RNA	GA	RNA	M135	1	R	1.0	659.1057142857142	0.44529428571428564
M135_R_GA_1_RNA	GA	RNA	M135	2	R	1.0	2163.402857142857	1.4757428571428575
M135_R_GA_1_RNA	GA	RNA	M135	3	R	1.0	1641.9171428571428	1.293971428571428
M135_R_GA_1_RNA	GA	RNA	M135	4	R	1.0	1310.2457142857143	1.4283714285714284
M135_R_GA_1_RNA	GA	RNA	M135	5	R	1.0	1495.162857142857	1.5875142857142859
M135_R_GA_1_RNA	GA	RNA	M135	6	R	1.0	916.9657142857145	0.7403314285714285
M135_R_GA_1_RNA	GA	RNA	M135	7	R	1.0	911.9171428571427	0.9141285714285716
M135_R_GA_1_RNA	GA	RNA	M135	8	R	1.0	2713.78	2.0777714285714284
M135_R_GA_1_RNA	GA	RNA	M135	9	R	1.0	261.0202857142857	0.21220571428571428
M135_R_GA_1_RNA	GA	RNA	M135	10	R	1.0	1792.7485714285715	1.2132657142857146
M135_R_GA_1_RNA	GA	RNA	M135	11	R	1.0	2437.78	1.698057142857143
M135_R_GA_1_RNA	GA	RNA	M135	12	R	1.0	1188.6742857142856	1.0044885714285712
M135_R_GA_1_RNA	GA	RNA	M135	13	R	1.0	2703.8085714285717	1.8187428571428572
M135_R_GA_1_RNA	GA	RNA	M135	14	R	1.0	626.8991428571429	0.6363314285714285
M135_R_GA_1_RNA	GA	RNA	M135	15	R	1.0	0.0	0.0
M135_R_GA_1_RNA	GA	RNA	M135	16	R	1.0	155.42314285714284	0.11773171428571426
M135_R_GA_1_RNA	GA	RNA	M135	18	R	1.0	71.73914285714284	0.046584571428571434
M135_R_GA_2_RNA	GA	RNA	M135	1	R	2.0	683.9057142857141	0.4586571428571429
M135_R_GA_2_RNA	GA	RNA	M135	2	R	2.0	2180.2942857142857	1.5037142857142856
M135_R_GA_2_RNA	GA	RNA	M135	3	R	2.0	1626.777142857143	1.3016857142857141
M135_R_GA_2_RNA	GA	RNA	M135	4	R	2.0	1295.9514285714283	1.3926542857142854
M135_R_GA_2_RNA	GA	RNA	M135	5	R	2.0	1503.4828571428573	1.5932571428571427
M135_R_GA_2_RNA	GA	RNA	M135	6	R	2.0	901.8085714285713	0.7345942857142859
M135_R_GA_2_RNA	GA	RNA	M135	7	R	2.0	886.577142857143	0.8843400000000001
M135_R_GA_2_RNA	GA	RNA	M135	8	R	2.0	2700.1685714285713	2.0559428571428575
M135_R_GA_2_RNA	GA	RNA	M135	9	R	2.0	253.01228571428578	0.2035942857142857
M135_R_GA_2_RNA	GA	RNA	M135	10	R	2.0	1789.8228571428572	1.2189714285714286
M135_R_GA_2_RNA	GA	RNA	M135	11	R	2.0	2433.437142857143	1.6746285714285711
M135_R_GA_2_RNA	GA	RNA	M135	12	R	2.0	1181.7485714285715	0.9964971428571429
M135_R_GA_2_RNA	GA	RNA	M135	13	R	2.0	2704.2	1.8142857142857143
M135_R_GA_2_RNA	GA	RNA	M135	14	R	2.0	646.5314285714286	0.6482885714285715
M135_R_GA_2_RNA	GA	RNA	M135	15	R	2.0	0.0	0.0
M135_R_GA_2_RNA	GA	RNA	M135	16	R	2.0	146.61285714285717	0.109232
M135_R_GA_2_RNA	GA	RNA	M135	18	R	2.0	74.63914285714287	0.047776857142857135
M135_R_HAM_1_RNA	HAM	RNA	M135	1	R	1.0	638.5714285714287	0.43586285714285733
M135_R_HAM_1_RNA	HAM	RNA	M135	2	R	1.0	2274.025714285714	1.5773142857142854
M135_R_HAM_1_RNA	HAM	RNA	M135	3	R	1.0	1552.9885714285713	1.248477142857143
M135_R_HAM_1_RNA	HAM	RNA	M135	4	R	1.0	1289.6685714285716	1.4006857142857143
M135_R_HAM_1_RNA	HAM	RNA	M135	5	R	1.0	1395.4857142857143	1.491742857142857
M135_R_HAM_1_RNA	HAM	RNA	M135	6	R	1.0	944.7257142857143	0.77102
M135_R_HAM_1_RNA	HAM	RNA	M135	7	R	1.0	909.9200000000001	0.9150314285714286
M135_R_HAM_1_RNA	HAM	RNA	M135	8	R	1.0	2717.8142857142857	2.100428571428572
M135_R_HAM_1_RNA	HAM	RNA	M135	9	R	1.0	294.78	0.2420885714285714
M135_R_HAM_1_RNA	HAM	RNA	M135	10	R	1.0	1752.9514285714286	1.1933942857142856
M135_R_HAM_1_RNA	HAM	RNA	M135	11	R	1.0	2184.925714285714	1.5225142857142857
M135_R_HAM_1_RNA	HAM	RNA	M135	12	R	1.0	1236.802857142857	1.0540600000000004
M135_R_HAM_1_RNA	HAM	RNA	M135	13	R	1.0	2601.214285714286	1.7708857142857144
M135_R_HAM_1_RNA	HAM	RNA	M135	14	R	1.0	698.5428571428572	0.72376
M135_R_HAM_1_RNA	HAM	RNA	M135	15	R	1.0	0.0	0.0
M135_R_HAM_1_RNA	HAM	RNA	M135	16	R	1.0	139.77457142857142	0.10709514285714283
M135_R_HAM_1_RNA	HAM	RNA	M135	18	R	1.0	69.6305714285714	0.04265571428571428
M135_R_HAM_2_RNA	HAM	RNA	M135	1	R	2.0	480.4085714285714	0.3235314285714285
M135_R_HAM_2_RNA	HAM	RNA	M135	2	R	2.0	2371.6	1.6142571428571426
M135_R_HAM_2_RNA	HAM	RNA	M135	3	R	2.0	1612.0514285714287	1.269651428571428
M135_R_HAM_2_RNA	HAM	RNA	M135	4	R	2.0	1311.034285714286	1.4071428571428566
M135_R_HAM_2_RNA	HAM	RNA	M135	5	R	2.0	1309.4828571428573	1.380377142857143
M135_R_HAM_2_RNA	HAM	RNA	M135	6	R	2.0	924.742857142857	0.7511314285714288
M135_R_HAM_2_RNA	HAM	RNA	M135	7	R	2.0	950.3628571428575	0.9526457142857142
M135_R_HAM_2_RNA	HAM	RNA	M135	8	R	2.0	2860.848571428571	2.1782285714285705
M135_R_HAM_2_RNA	HAM	RNA	M135	9	R	2.0	284.28828571428573	0.2258657142857143
M135_R_HAM_2_RNA	HAM	RNA	M135	10	R	2.0	1769.9571428571428	1.1928142857142856
M135_R_HAM_2_RNA	HAM	RNA	M135	11	R	2.0	2366.134285714286	1.6358000000000004
M135_R_HAM_2_RNA	HAM	RNA	M135	12	R	2.0	1153.1457142857143	0.9811542857142855
M135_R_HAM_2_RNA	HAM	RNA	M135	13	R	2.0	2752.12	1.850771428571429
M135_R_HAM_2_RNA	HAM	RNA	M135	14	R	2.0	599.7957142857142	0.6142542857142855
M135_R_HAM_2_RNA	HAM	RNA	M135	15	R	2.0	0.0	0.0
M135_R_HAM_2_RNA	HAM	RNA	M135	16	R	2.0	168.09714285714279	0.12900199999999998
M135_R_HAM_2_RNA	HAM	RNA	M135	18	R	2.0	73.74799999999999	0.04581942857142859
M135_R_PM_1_RNA	PM	RNA	M135	1	R	1.0	512.3314285714285	0.34604857142857137
M135_R_PM_1_RNA	PM	RNA	M135	2	R	1.0	2076.7657142857142	1.4257714285714285
M135_R_PM_1_RNA	PM	RNA	M135	3	R	1.0	1325.4142857142858	1.0625285714285715
M135_R_PM_1_RNA	PM	RNA	M135	4	R	1.0	1344.4628571428568	1.4400857142857144
M135_R_PM_1_RNA	PM	RNA	M135	5	R	1.0	1045.7314285714285	1.12168
M135_R_PM_1_RNA	PM	RNA	M135	6	R	1.0	979.6342857142856	0.7920799999999999
M135_R_PM_1_RNA	PM	RNA	M135	7	R	1.0	961.8828571428572	0.9629571428571428
M135_R_PM_1_RNA	PM	RNA	M135	8	R	1.0	2845.4085714285716	2.198885714285714
M135_R_PM_1_RNA	PM	RNA	M135	9	R	1.0	325.7885714285714	0.2667028571428572
M135_R_PM_1_RNA	PM	RNA	M135	10	R	1.0	1822.6857142857143	1.2456342857142857
M135_R_PM_1_RNA	PM	RNA	M135	11	R	1.0	2213.385714285714	1.5512285714285714
M135_R_PM_1_RNA	PM	RNA	M135	12	R	1.0	1440.0885714285716	1.2383542857142857
M135_R_PM_1_RNA	PM	RNA	M135	13	R	1.0	3007.8	2.032714285714285
M135_R_PM_1_RNA	PM	RNA	M135	14	R	1.0	777.3599999999999	0.8067085714285714
M135_R_PM_1_RNA	PM	RNA	M135	15	R	1.0	0.0	0.0
M135_R_PM_1_RNA	PM	RNA	M135	16	R	1.0	160.01857142857142	0.1259242857142857
M135_R_PM_1_RNA	PM	RNA	M135	18	R	1.0	64.09142857142858	0.04123
M135_R_PM_2_RNA	PM	RNA	M135	1	R	2.0	453.69714285714275	0.3083971428571428
M135_R_PM_2_RNA	PM	RNA	M135	2	R	2.0	2126.062857142857	1.4555142857142858
M135_R_PM_2_RNA	PM	RNA	M135	3	R	2.0	1307.4114285714286	1.0359885714285717
M135_R_PM_2_RNA	PM	RNA	M135	4	R	2.0	1339.4971428571432	1.4417142857142855
M135_R_PM_2_RNA	PM	RNA	M135	5	R	2.0	990.5314285714285	1.054045714285714
M135_R_PM_2_RNA	PM	RNA	M135	6	R	2.0	974.6885714285714	0.8007057142857142
M135_R_PM_2_RNA	PM	RNA	M135	7	R	2.0	877.4142857142857	0.8877114285714285
M135_R_PM_2_RNA	PM	RNA	M135	8	R	2.0	2905.005714285714	2.232685714285714
M135_R_PM_2_RNA	PM	RNA	M135	9	R	2.0	368.8371428571428	0.2978942857142858
M135_R_PM_2_RNA	PM	RNA	M135	10	R	2.0	1874.0971428571427	1.2820571428571428
M135_R_PM_2_RNA	PM	RNA	M135	11	R	2.0	2209.6171428571424	1.558685714285714
M135_R_PM_2_RNA	PM	RNA	M135	12	R	2.0	1424.1028571428571	1.2130542857142859
M135_R_PM_2_RNA	PM	RNA	M135	13	R	2.0	3042.6285714285714	2.0564571428571434
M135_R_PM_2_RNA	PM	RNA	M135	14	R	2.0	796.2742857142857	0.8208714285714288
M135_R_PM_2_RNA	PM	RNA	M135	15	R	2.0	0.0	0.0
M135_R_PM_2_RNA	PM	RNA	M135	16	R	2.0	169.68628571428567	0.1369834285714286
M135_R_PM_2_RNA	PM	RNA	M135	18	R	2.0	52.348000000000006	0.031751714285714286
M135_R_QUA_1_RNA	QUA	RNA	M135	1	R	1.0	862.2057142857142	0.5819914285714286
M135_R_QUA_1_RNA	QUA	RNA	M135	2	R	1.0	2318.0685714285714	1.5677428571428567
M135_R_QUA_1_RNA	QUA	RNA	M135	3	R	1.0	1614.2571428571428	1.2695999999999998
M135_R_QUA_1_RNA	QUA	RNA	M135	4	R	1.0	1285.0371428571427	1.3859971428571434
M135_R_QUA_1_RNA	QUA	RNA	M135	5	R	1.0	1525.6742857142856	1.6285999999999996
M135_R_QUA_1_RNA	QUA	RNA	M135	6	R	1.0	972.7914285714285	0.7949457142857144
M135_R_QUA_1_RNA	QUA	RNA	M135	7	R	1.0	838.7171428571428	0.8480200000000001
M135_R_QUA_1_RNA	QUA	RNA	M135	8	R	1.0	2518.542857142857	1.9035428571428574
M135_R_QUA_1_RNA	QUA	RNA	M135	9	R	1.0	297.0697142857143	0.23853142857142856
M135_R_QUA_1_RNA	QUA	RNA	M135	10	R	1.0	1769.8742857142856	1.2087714285714284
M135_R_QUA_1_RNA	QUA	RNA	M135	11	R	1.0	2349.662857142857	1.6218857142857146
M135_R_QUA_1_RNA	QUA	RNA	M135	12	R	1.0	1272.8085714285712	1.0684457142857144
M135_R_QUA_1_RNA	QUA	RNA	M135	13	R	1.0	2406.56	1.6280571428571424
M135_R_QUA_1_RNA	QUA	RNA	M135	14	R	1.0	765.3028571428573	0.7763742857142858
M135_R_QUA_1_RNA	QUA	RNA	M135	15	R	1.0	0.0	0.0
M135_R_QUA_1_RNA	QUA	RNA	M135	16	R	1.0	106.97628571428571	0.06929485714285714
M135_R_QUA_1_RNA	QUA	RNA	M135	18	R	1.0	43.87742857142857	0.023943428571428567
M135_R_QUA_2_RNA	QUA	RNA	M135	1	R	2.0	812.0514285714286	0.5447971428571432
M135_R_QUA_2_RNA	QUA	RNA	M135	2	R	2.0	2347.137142857143	1.5913428571428572
M135_R_QUA_2_RNA	QUA	RNA	M135	3	R	2.0	1694.517142857143	1.3264857142857143
M135_R_QUA_2_RNA	QUA	RNA	M135	4	R	2.0	1282.062857142857	1.3601714285714286
M135_R_QUA_2_RNA	QUA	RNA	M135	5	R	2.0	1494.7	1.5817714285714282
M135_R_QUA_2_RNA	QUA	RNA	M135	6	R	2.0	951.5885714285714	0.7736885714285714
M135_R_QUA_2_RNA	QUA	RNA	M135	7	R	2.0	839.2285714285716	0.8345885714285713
M135_R_QUA_2_RNA	QUA	RNA	M135	8	R	2.0	2613.094285714286	1.9502000000000002
M135_R_QUA_2_RNA	QUA	RNA	M135	9	R	2.0	258.73600000000005	0.2078457142857143
M135_R_QUA_2_RNA	QUA	RNA	M135	10	R	2.0	1752.7285714285715	1.1806514285714285
M135_R_QUA_2_RNA	QUA	RNA	M135	11	R	2.0	2456.1800000000003	1.6857142857142855
M135_R_QUA_2_RNA	QUA	RNA	M135	12	R	2.0	1238.4342857142854	1.036214285714286
M135_R_QUA_2_RNA	QUA	RNA	M135	13	R	2.0	2492.8314285714287	1.6810857142857143
M135_R_QUA_2_RNA	QUA	RNA	M135	14	R	2.0	732.1708571428571	0.7292942857142857
M135_R_QUA_2_RNA	QUA	RNA	M135	15	R	2.0	0.0	0.0
M135_R_QUA_2_RNA	QUA	RNA	M135	16	R	2.0	126.51599999999999	0.09616571428571426
M135_R_QUA_2_RNA	QUA	RNA	M135	18	R	2.0	61.33828571428572	0.039700571428571425
M135_R_QUA_3_RNA	QUA	RNA	M135	1	R	3.0	878.2828571428571	0.5850457142857142
M135_R_QUA_3_RNA	QUA	RNA	M135	2	R	3.0	2335.04	1.563257142857143
M135_R_QUA_3_RNA	QUA	RNA	M135	3	R	3.0	1650.7142857142858	1.2890857142857142
M135_R_QUA_3_RNA	QUA	RNA	M135	4	R	3.0	1286.0057142857145	1.345657142857143
M135_R_QUA_3_RNA	QUA	RNA	M135	5	R	3.0	1559.4942857142855	1.6459142857142854
M135_R_QUA_3_RNA	QUA	RNA	M135	6	R	3.0	940.6485714285714	0.7463314285714286
M135_R_QUA_3_RNA	QUA	RNA	M135	7	R	3.0	830.4542857142859	0.8349714285714284
M135_R_QUA_3_RNA	QUA	RNA	M135	8	R	3.0	2616.7371428571428	1.9552857142857138
M135_R_QUA_3_RNA	QUA	RNA	M135	9	R	3.0	285.8768571428571	0.22778571428571429
M135_R_QUA_3_RNA	QUA	RNA	M135	10	R	3.0	1757.28	1.1792542857142856
M135_R_QUA_3_RNA	QUA	RNA	M135	11	R	3.0	2461.602857142857	1.6786285714285716
M135_R_QUA_3_RNA	QUA	RNA	M135	12	R	3.0	1241.5485714285714	1.0475628571428572
M135_R_QUA_3_RNA	QUA	RNA	M135	13	R	3.0	2514.625714285714	1.6913714285714283
M135_R_QUA_3_RNA	QUA	RNA	M135	14	R	3.0	753.657142857143	0.764597142857143
M135_R_QUA_3_RNA	QUA	RNA	M135	15	R	3.0	0.0	0.0
M135_R_QUA_3_RNA	QUA	RNA	M135	16	R	3.0	114.66685714285715	0.07924285714285716
M135_R_QUA_3_RNA	QUA	RNA	M135	18	R	3.0	54.75428571428573	0.031808571428571436
M135_R_TA_RNA	TA	RNA	M135	1	R		424.1914285714286	0.28735999999999995
M135_R_TA_RNA	TA	RNA	M135	2	R		1936.937142857143	1.3281999999999996
M135_R_TA_RNA	TA	RNA	M135	3	R		1112.985714285714	0.87526
M135_R_TA_RNA	TA	RNA	M135	4	R		1520.7028571428573	1.6641428571428574
M135_R_TA_RNA	TA	RNA	M135	5	R		958.4285714285714	1.0368628571428573
M135_R_TA_RNA	TA	RNA	M135	6	R		1385.3057142857144	1.1215000000000004
M135_R_TA_RNA	TA	RNA	M135	7	R		596.66	0.5946
M135_R_TA_RNA	TA	RNA	M135	8	R		2022.0228571428568	1.5452285714285714
M135_R_TA_RNA	TA	RNA	M135	9	R		752.6914285714284	0.6145400000000001
M135_R_TA_RNA	TA	RNA	M135	10	R		2057.405714285714	1.3933428571428572
M135_R_TA_RNA	TA	RNA	M135	11	R		1681.3200000000002	1.173857142857143
M135_R_TA_RNA	TA	RNA	M135	12	R		1600.4228571428573	1.3652
M135_R_TA_RNA	TA	RNA	M135	13	R		2505.3885714285716	1.686942857142857
M135_R_TA_RNA	TA	RNA	M135	14	R		2083.1457142857143	2.147685714285714
M135_R_TA_RNA	TA	RNA	M135	15	R		0.0	0.0
M135_R_TA_RNA	TA	RNA	M135	16	R		301.33114285714294	0.23200571428571426
M135_R_TA_RNA	TA	RNA	M135	18	R		31.354285714285723	0.01871371428571428
M135_R_TRI_1_RNA	TRI	RNA	M135	1	R	1.0	419.17428571428565	0.2800399999999999
M135_R_TRI_1_RNA	TRI	RNA	M135	2	R	1.0	2189.8085714285717	1.4929428571428571
M135_R_TRI_1_RNA	TRI	RNA	M135	3	R	1.0	1495.1457142857143	1.1866285714285714
M135_R_TRI_1_RNA	TRI	RNA	M135	4	R	1.0	1356.5514285714282	1.4618000000000002
M135_R_TRI_1_RNA	TRI	RNA	M135	5	R	1.0	1166.8857142857141	1.2387171428571426
M135_R_TRI_1_RNA	TRI	RNA	M135	6	R	1.0	939.4114285714286	0.7668628571428572
M135_R_TRI_1_RNA	TRI	RNA	M135	7	R	1.0	821.2085714285714	0.8312914285714282
M135_R_TRI_1_RNA	TRI	RNA	M135	8	R	1.0	2932.537142857143	2.238542857142857
M135_R_TRI_1_RNA	TRI	RNA	M135	9	R	1.0	221.51428571428565	0.17904857142857145
M135_R_TRI_1_RNA	TRI	RNA	M135	10	R	1.0	1820.2485714285713	1.238714285714286
M135_R_TRI_1_RNA	TRI	RNA	M135	11	R	1.0	2371.6628571428573	1.6452857142857142
M135_R_TRI_1_RNA	TRI	RNA	M135	12	R	1.0	1360.4314285714286	1.1492228571428569
M135_R_TRI_1_RNA	TRI	RNA	M135	13	R	1.0	3144.8	2.124371428571429
M135_R_TRI_1_RNA	TRI	RNA	M135	14	R	1.0	679.261142857143	0.6840771428571427
M135_R_TRI_1_RNA	TRI	RNA	M135	15	R	1.0	0.0	0.0
M135_R_TRI_1_RNA	TRI	RNA	M135	16	R	1.0	156.8365714285714	0.11635771428571429
M135_R_TRI_1_RNA	TRI	RNA	M135	18	R	1.0	11.032571428571426	0.0056731428571428575
M135_R_TRI_2_RNA	TRI	RNA	M135	1	R	2.0	441.93999999999994	0.2997542857142857
M135_R_TRI_2_RNA	TRI	RNA	M135	2	R	2.0	2268.36	1.5453142857142856
M135_R_TRI_2_RNA	TRI	RNA	M135	3	R	2.0	1533.1571428571428	1.226114285714286
M135_R_TRI_2_RNA	TRI	RNA	M135	4	R	2.0	1398.2771428571427	1.5052857142857143
M135_R_TRI_2_RNA	TRI	RNA	M135	5	R	2.0	1212.9228571428573	1.2972285714285714
M135_R_TRI_2_RNA	TRI	RNA	M135	6	R	2.0	926.1457142857143	0.7577714285714284
M135_R_TRI_2_RNA	TRI	RNA	M135	7	R	2.0	810.2714285714286	0.8126257142857142
M135_R_TRI_2_RNA	TRI	RNA	M135	8	R	2.0	2871.2942857142857	2.211114285714286
M135_R_TRI_2_RNA	TRI	RNA	M135	9	R	2.0	226.5122857142857	0.18325542857142857
M135_R_TRI_2_RNA	TRI	RNA	M135	10	R	2.0	1801.9828571428573	1.2290857142857148
M135_R_TRI_2_RNA	TRI	RNA	M135	11	R	2.0	2325.482857142857	1.6255142857142857
M135_R_TRI_2_RNA	TRI	RNA	M135	12	R	2.0	1329.7371428571428	1.1414542857142853
M135_R_TRI_2_RNA	TRI	RNA	M135	13	R	2.0	2993.874285714286	2.0191142857142856
M135_R_TRI_2_RNA	TRI	RNA	M135	14	R	2.0	671.7685714285712	0.6818571428571429
M135_R_TRI_2_RNA	TRI	RNA	M135	15	R	2.0	0.0	0.0
M135_R_TRI_2_RNA	TRI	RNA	M135	16	R	2.0	144.8808571428572	0.11254457142857142
M135_R_TRI_2_RNA	TRI	RNA	M135	18	R	2.0	12.21142857142857	0.007911428571428571
M148_DIA_RNA	DIA	RNA	M148	1			1007.891428571429	0.6881914285714286
M148_DIA_RNA	DIA	RNA	M148	2			1881.934285714286	1.2911828571428567
M148_DIA_RNA	DIA	RNA	M148	3			1110.7914285714285	0.8965114285714284
M148_DIA_RNA	DIA	RNA	M148	4			1292.8142857142857	1.3913942857142858
M148_DIA_RNA	DIA	RNA	M148	5			701.3714285714286	0.7492514285714286
M148_DIA_RNA	DIA	RNA	M148	6			838.5428571428571	0.6810428571428571
M148_DIA_RNA	DIA	RNA	M148	7			919.1885714285714	0.9622114285714287
M148_DIA_RNA	DIA	RNA	M148	8			2603.822857142857	1.9943428571428565
M148_DIA_RNA	DIA	RNA	M148	9			168.6091428571428	0.14222314285714285
M148_DIA_RNA	DIA	RNA	M148	10			1981.5285714285715	1.3521714285714284
M148_DIA_RNA	DIA	RNA	M148	11			1601.7142857142858	1.094002857142857
M148_DIA_RNA	DIA	RNA	M148	12			1325.2914285714287	1.1220942857142857
M148_DIA_RNA	DIA	RNA	M148	13			4246.571428571428	2.8836285714285705
M148_DIA_RNA	DIA	RNA	M148	14			894.917142857143	0.9486600000000002
M148_DIA_RNA	DIA	RNA	M148	15			67.64457142857142	0.08495714285714287
M148_DIA_RNA	DIA	RNA	M148	16			191.916	0.16297942857142855
M148_DIA_RNA	DIA	RNA	M148	18			61.977428571428575	0.037435428571428564
M148_HRT_1_RNA	HRT	RNA	M148	1		1.0	677.4000000000001	0.46377714285714283
M148_HRT_1_RNA	HRT	RNA	M148	2		1.0	999.86	0.6921142857142857
M148_HRT_1_RNA	HRT	RNA	M148	3		1.0	754.2142857142858	0.601577142857143
M148_HRT_1_RNA	HRT	RNA	M148	4		1.0	1245.317142857143	1.339805714285714
M148_HRT_1_RNA	HRT	RNA	M148	5		1.0	744.4599999999999	0.7913742857142855
M148_HRT_1_RNA	HRT	RNA	M148	6		1.0	1570.222857142857	1.2763428571428572
M148_HRT_1_RNA	HRT	RNA	M148	7		1.0	1827.1799999999998	1.843485714285714
M148_HRT_1_RNA	HRT	RNA	M148	8		1.0	2362.9771428571426	1.8117714285714286
M148_HRT_1_RNA	HRT	RNA	M148	9		1.0	393.50571428571436	0.3259685714285714
M148_HRT_1_RNA	HRT	RNA	M148	10		1.0	1832.38	1.2501428571428572
M148_HRT_1_RNA	HRT	RNA	M148	11		1.0	1653.1571428571426	1.1446971428571429
M148_HRT_1_RNA	HRT	RNA	M148	12		1.0	1909.8057142857142	1.6328857142857143
M148_HRT_1_RNA	HRT	RNA	M148	13		1.0	3244.714285714286	2.1928
M148_HRT_1_RNA	HRT	RNA	M148	14		1.0	1181.1742857142856	1.2037371428571428
M148_HRT_1_RNA	HRT	RNA	M148	15		1.0	54.97400000000002	0.06702742857142859
M148_HRT_1_RNA	HRT	RNA	M148	16		1.0	353.3788571428572	0.2780114285714286
M148_HRT_1_RNA	HRT	RNA	M148	18		1.0	94.74857142857144	0.061833714285714284
M148_HRT_2_RNA	HRT	RNA	M148	1		2.0	662.2314285714288	0.4410171428571428
M148_HRT_2_RNA	HRT	RNA	M148	2		2.0	1031.417142857143	0.7113542857142856
M148_HRT_2_RNA	HRT	RNA	M148	3		2.0	763.8857142857141	0.6097599999999999
M148_HRT_2_RNA	HRT	RNA	M148	4		2.0	1216.2400000000002	1.2989085714285715
M148_HRT_2_RNA	HRT	RNA	M148	5		2.0	750.5085714285715	0.7869171428571429
M148_HRT_2_RNA	HRT	RNA	M148	6		2.0	1524.8314285714284	1.2293114285714288
M148_HRT_2_RNA	HRT	RNA	M148	7		2.0	1866.1228571428571	1.8808571428571428
M148_HRT_2_RNA	HRT	RNA	M148	8		2.0	2461.137142857143	1.8437428571428573
M148_HRT_2_RNA	HRT	RNA	M148	9		2.0	393.4771428571429	0.3115514285714286
M148_HRT_2_RNA	HRT	RNA	M148	10		2.0	1870.642857142857	1.2699285714285717
M148_HRT_2_RNA	HRT	RNA	M148	11		2.0	1754.1285714285714	1.201611428571429
M148_HRT_2_RNA	HRT	RNA	M148	12		2.0	1891.8428571428572	1.583371428571428
M148_HRT_2_RNA	HRT	RNA	M148	13		2.0	3373.457142857143	2.270457142857142
M148_HRT_2_RNA	HRT	RNA	M148	14		2.0	1176.58	1.1567542857142852
